lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
296,6,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,144,3,87,0
297,6,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
298,6,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
299,6,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
300,6,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
301,6,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
302,6,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,87,0
303,6,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
304,6,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
305,6,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,57,0
306,6,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,57,0
307,6,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,57,0
308,6,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,57,0
309,6,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,57,0
310,6,31,1,14,29,10,22,30,7,15,26,5,11,26,0,0,0,0,144,1,87,1
311,6,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
312,6,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
313,6,31,1,17,32,78,72,92,40,40,55,39,36,55,0,0,0,0,144,0,87,0
314,6,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
315,6,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,144,35,57,2
316,6,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,57,1
317,6,31,1,19,36,0,2,2,0,0,0,0,0,0,0,0,0,0,144,0,87,0
318,6,31,1,20,37,0,0,0,0,14,44,0,0,44,0,0,0,0,144,0,87,0
319,6,31,1,20,37,0,0,0,0,14,44,0,0,44,0,0,0,0,144,0,87,0
320,6,31,1,22,39,2,4,2,1,2,3,1,2,3,0,0,0,0,144,1,87,0
321,6,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
322,6,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
323,6,31,1,29,46,138,88,92,0,0,0,0,0,0,0,0,0,0,144,0,87,0
324,6,31,1,29,47,138,88,92,78,70,68,69,44,68,0,0,0,0,144,45,87,23
325,6,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
326,6,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
327,6,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,87,1
328,6,31,1,32,51,0,0,0,6,4,5,0,0,5,0,0,0,0,144,0,87,0
329,6,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
330,6,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
331,6,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
332,6,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
333,6,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,87,5
334,6,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
335,6,31,1,39,58,0,0,0,0,2,0,0,0,0,0,0,0,0,144,7,87,7
336,6,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,87,0
337,6,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
338,6,31,1,42,62,0,0,0,0,0,10,0,0,10,0,0,0,0,144,0,87,0
339,6,31,1,44,64,0,4,0,2,8,4,0,2,4,0,0,0,0,144,7,87,5
340,6,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
341,6,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,87,0
342,7,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
343,7,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,0
344,7,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
345,7,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,8,2
346,7,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
347,7,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,1
348,7,31,1,2,6,0,0,0,2,1,3,0,0,3,0,0,0,0,26,5,8,1
349,7,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,1
350,7,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
351,7,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
352,7,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
353,7,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
354,7,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
355,7,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
356,7,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
357,7,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
358,7,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
359,7,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,1
360,7,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,0
361,7,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
362,7,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
363,7,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
364,7,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
365,7,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
366,7,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
367,7,31,1,14,29,8,0,2,4,0,1,4,0,1,0,0,0,0,26,1,8,1
368,7,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
369,7,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
370,7,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
371,7,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
372,7,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
373,7,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,18,0
374,7,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
375,7,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
376,7,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
377,7,31,1,22,39,0,0,0,0,0,3,0,0,3,0,0,0,0,26,1,8,0
378,7,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
379,7,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
380,7,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
381,7,31,1,29,47,0,0,0,0,3,4,0,0,4,0,0,0,0,26,4,8,0
382,7,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
383,7,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
384,7,31,1,31,50,0,0,0,0,0,7,0,0,7,0,0,0,0,26,2,8,1
385,7,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,8,0
386,7,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
387,7,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
388,7,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
389,7,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
390,7,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
391,7,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
392,7,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
393,7,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
394,7,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
395,7,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
396,7,31,1,44,64,0,0,0,1,3,3,0,0,3,0,0,0,0,26,2,8,0
397,7,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
398,7,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
399,8,31,1,0,0,4,14,26,0,0,0,0,0,0,0,0,0,0,801,11,351,0
400,8,31,1,0,1,4,14,26,0,5,7,0,1,7,0,0,0,0,801,31,351,4
401,8,31,1,0,2,4,14,26,0,0,0,0,0,0,0,0,0,0,801,4,351,2
402,8,31,1,0,3,4,14,26,17,35,43,2,6,43,0,0,0,0,801,78,351,27
403,8,31,1,0,4,4,14,26,7,0,23,0,0,23,0,0,0,0,801,26,351,13
404,8,31,1,1,5,0,0,8,7,29,17,0,0,17,0,0,0,0,801,14,351,6
405,8,31,1,2,6,12,6,16,19,45,67,6,3,67,0,0,0,0,801,105,351,45
406,8,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,801,10,351,3
407,8,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
408,8,31,1,5,10,0,48,24,0,4,0,0,0,0,0,0,0,0,801,8,351,4
409,8,31,1,5,11,0,48,24,0,74,12,0,24,12,0,0,0,0,801,24,351,12
410,8,31,1,9,15,0,2,0,0,0,0,0,0,0,0,0,0,0,801,10,351,6
411,8,31,1,9,16,0,2,0,1,2,0,0,1,0,0,0,0,0,801,8,351,4
412,8,31,1,10,17,0,0,0,0,3,0,0,0,0,0,0,0,0,801,0,351,0
413,8,31,1,11,18,0,0,0,6,3,4,0,0,4,0,0,0,0,801,0,351,0
414,8,31,1,12,19,2,0,0,0,0,1,0,0,1,0,0,0,0,801,2,351,1
415,8,31,1,12,20,2,0,0,1,1,1,0,0,1,0,0,0,0,801,6,351,2
416,8,31,1,12,21,2,0,0,1,1,0,1,0,0,0,0,0,0,801,4,351,2
417,8,31,1,12,22,2,0,0,0,1,1,0,0,1,0,0,0,0,801,11,351,6
418,8,31,1,12,23,2,0,0,1,0,7,0,0,7,0,0,0,0,801,32,351,13
419,8,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
420,8,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
421,8,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
422,8,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
423,8,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,450,0
424,8,31,1,14,29,22,42,26,135,107,98,11,21,98,0,0,0,0,801,42,351,21
425,8,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,801,35,351,17
426,8,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
427,8,31,1,17,32,2,0,0,20,53,35,1,0,35,0,0,0,0,801,41,351,20
428,8,31,1,18,33,0,0,0,1,1,1,0,0,1,0,0,0,0,801,4,351,2
429,8,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,801,34,450,2
430,8,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,801,6,450,6
431,8,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,801,2,351,1
432,8,31,1,20,37,64,132,0,62,48,16,16,33,16,0,0,0,0,801,33,351,17
433,8,31,1,20,37,64,132,0,62,48,16,16,33,16,0,0,0,0,801,33,351,17
434,8,31,1,22,39,14,16,28,41,15,34,7,8,34,0,0,0,0,801,28,351,7
435,8,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
436,8,31,1,25,42,0,4,0,0,2,6,0,2,6,0,0,0,0,801,4,351,2
437,8,31,1,29,46,0,4,4,0,0,0,0,0,0,0,0,0,0,801,0,351,0
438,8,31,1,29,47,0,4,4,37,84,51,0,2,51,0,0,0,0,801,12,351,4
439,8,31,1,30,48,0,26,0,13,13,0,0,13,0,0,0,0,0,801,25,351,12
440,8,31,1,30,49,0,26,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
441,8,31,1,31,50,4,4,12,30,42,52,2,2,52,0,0,0,0,801,14,351,5
442,8,31,1,32,51,0,6,2,13,28,30,0,3,30,0,0,0,0,801,26,351,9
443,8,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,801,7,351,3
444,8,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,801,7,351,4
445,8,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
446,8,31,1,36,55,0,0,2,1,0,1,0,0,1,0,0,0,0,801,4,351,2
447,8,31,1,37,56,0,0,0,0,1,6,0,0,6,0,0,0,0,801,12,351,5
448,8,31,1,38,57,2,6,6,1,3,6,1,3,6,0,0,0,0,801,4,351,2
449,8,31,1,39,58,4,6,4,12,11,15,2,3,15,0,0,0,0,801,18,351,8
450,8,31,1,40,59,2,0,0,1,0,6,1,0,6,0,0,0,0,801,6,351,3
451,8,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,801,8,351,4
452,8,31,1,42,62,0,0,0,25,0,0,0,0,0,0,0,0,0,801,26,351,13
453,8,31,1,44,64,0,0,0,9,3,4,0,0,4,0,0,0,0,801,7,351,4
454,8,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
455,8,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,351,0
456,9,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
457,9,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,0
458,9,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
459,9,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,1
460,9,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
461,9,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
462,9,31,1,2,6,2,2,4,8,5,8,1,1,8,0,0,0,0,63,13,16,5
463,9,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
464,9,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
465,9,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
466,9,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
467,9,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
468,9,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,0
469,9,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
470,9,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
471,9,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
472,9,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
473,9,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
474,9,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,0
475,9,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
476,9,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
477,9,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
478,9,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
479,9,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
480,9,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
481,9,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,1
482,9,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
483,9,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
484,9,31,1,17,32,0,0,0,0,0,19,0,0,19,0,0,0,0,63,19,16,0
485,9,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,1
486,9,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
487,9,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,47,0
488,9,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
489,9,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
490,9,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
491,9,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,16,1
492,9,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
493,9,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
494,9,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
495,9,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,1
496,9,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
497,9,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
498,9,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
499,9,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
500,9,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,1
501,9,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
502,9,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
503,9,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
504,9,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
505,9,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,2
506,9,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
507,9,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
508,9,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,16,0
509,9,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
510,9,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,16,0
511,9,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
512,9,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0
513,10,31,1,0,0,28,78,20,0,0,9,0,0,9,0,0,0,0,526,11,212,0
514,10,31,1,0,1,28,78,20,0,0,0,0,0,0,0,0,0,0,526,18,212,2
515,10,31,1,0,2,28,78,20,0,0,0,0,0,0,0,0,0,0,526,6,212,2
516,10,31,1,0,3,28,78,20,2,14,12,1,14,12,0,0,0,0,526,38,212,13
517,10,31,1,0,4,28,78,20,25,37,0,13,25,0,0,0,0,0,526,26,212,13
518,10,31,1,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,526,4,212,1
519,10,31,1,2,6,2,2,4,6,6,8,1,1,8,0,0,0,0,526,66,212,32
520,10,31,1,3,7,2,0,0,1,0,0,1,0,0,0,0,0,0,526,2,212,1
521,10,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
522,10,31,1,5,10,0,32,0,0,4,0,0,4,0,0,0,0,0,526,4,212,4
523,10,31,1,5,11,0,32,0,0,48,12,0,12,12,0,0,0,0,526,24,212,12
524,10,31,1,9,15,0,4,0,0,5,6,0,1,6,0,0,0,0,526,25,212,12
525,10,31,1,9,16,0,4,0,0,1,1,0,1,1,0,0,0,0,526,8,212,4
526,10,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
527,10,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
528,10,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
529,10,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
530,10,31,1,12,21,0,0,0,0,0,1,0,0,1,0,0,0,0,526,2,212,0
531,10,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,526,7,212,3
532,10,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,526,4,212,0
533,10,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
534,10,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
535,10,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
536,10,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
537,10,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,314,0
538,10,31,1,14,29,0,0,0,0,0,1,0,0,1,0,0,0,0,526,2,212,1
539,10,31,1,15,30,30,0,0,15,48,14,15,0,14,0,0,0,0,526,34,212,16
540,10,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
541,10,31,1,17,32,0,0,2,41,58,1,0,0,1,0,0,0,0,526,44,212,22
542,10,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,526,4,212,2
543,10,31,0,19,34,0,1,0,0,1,0,0,1,0,0,0,0,0,526,61,314,43
544,10,31,0,19,35,0,1,0,0,0,0,0,0,0,0,0,0,0,526,7,314,7
545,10,31,1,19,36,12,12,0,0,0,0,0,0,0,0,0,0,0,526,2,212,1
546,10,31,1,20,37,0,0,60,0,0,91,0,0,91,0,0,0,0,526,33,212,17
547,10,31,1,20,37,0,0,60,0,0,91,0,0,91,0,0,0,0,526,33,212,17
548,10,31,1,22,39,6,0,4,3,1,3,3,0,3,0,0,0,0,526,17,212,4
549,10,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
550,10,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,526,1,212,1
551,10,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
552,10,31,1,29,47,0,0,0,0,2,0,0,0,0,0,0,0,0,526,9,212,3
553,10,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
554,10,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
555,10,31,1,31,50,16,6,0,26,8,4,8,3,4,0,0,0,0,526,13,212,5
556,10,31,1,32,51,0,2,0,2,2,1,0,1,1,0,0,0,0,526,4,212,2
557,10,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,526,6,212,4
558,10,31,1,34,53,0,0,0,1,0,0,0,0,0,0,0,0,0,526,2,212,1
559,10,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
560,10,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,526,3,212,2
561,10,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,526,4,212,1
562,10,31,1,38,57,0,6,0,1,5,1,0,3,1,0,0,0,0,526,4,212,2
563,10,31,1,39,58,0,14,10,3,12,8,0,7,8,0,0,0,0,526,14,212,4
564,10,31,1,40,59,0,0,0,0,1,0,0,0,0,0,0,0,0,526,5,212,2
565,10,31,1,42,61,0,0,0,0,2,0,0,0,0,0,0,0,0,526,6,212,4
566,10,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
567,10,31,1,44,64,0,0,2,0,0,1,0,0,1,0,0,0,0,526,0,212,0
568,10,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
569,10,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,212,0
570,11,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,18,53,0
571,11,31,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,207,4,53,2
572,11,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
573,11,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,53,1
574,11,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
575,11,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,207,4,53,1
576,11,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,207,6,53,1
577,11,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
578,11,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
579,11,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
580,11,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
581,11,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,207,1,53,1
582,11,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
583,11,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
584,11,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
585,11,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
586,11,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
587,11,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
588,11,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,53,0
589,11,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,207,2,53,1
590,11,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
591,11,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
592,11,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
593,11,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
594,11,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,154,0
595,11,31,1,14,29,0,0,0,0,1,1,0,0,1,0,0,0,0,207,36,53,15
