lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
261,4,31,1,20,37,172,112,176,43,28,44,43,28,44,128,31,58,17,128,31,58,17,0,0,0
262,4,31,1,20,37,172,112,176,43,28,44,43,28,44,128,31,58,17,128,31,58,17,0,0,0
263,4,31,1,22,39,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
264,4,31,1,24,41,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
265,4,31,1,25,42,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
266,4,31,1,29,46,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
267,4,31,1,29,47,0,0,0,4,19,39,0,0,39,128,10,58,2,128,10,58,2,0,0,0
268,4,31,1,30,48,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
269,4,31,1,30,49,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
270,4,31,1,31,50,4,0,2,81,37,9,2,0,9,128,5,58,4,128,5,58,4,0,0,0
271,4,31,1,32,51,0,0,0,29,33,15,0,0,15,128,13,58,4,128,13,58,4,0,0,0
272,4,31,1,33,52,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
273,4,31,1,34,53,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
274,4,31,1,35,54,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
275,4,31,1,36,55,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
276,4,31,1,37,56,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
277,4,31,1,38,57,0,4,0,0,2,0,0,2,0,128,1,58,0,128,1,58,0,0,0,0
278,4,31,1,39,58,0,0,2,0,0,1,0,0,1,128,1,58,0,128,1,58,0,0,0,0
279,4,31,1,40,59,0,0,0,1,0,0,0,0,0,128,4,58,2,128,4,58,2,0,0,0
280,4,31,1,42,61,0,0,0,2,0,2,0,0,2,128,2,58,0,128,2,58,0,0,0,0
281,4,31,1,42,62,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
282,4,31,1,44,64,2,0,0,2,0,0,1,0,0,128,2,58,2,128,2,58,2,0,0,0
283,4,31,1,45,65,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
284,4,31,1,45,66,0,0,0,0,0,0,0,0,0,128,0,58,0,128,0,58,0,0,0,0
285,5,31,1,0,0,6,4,6,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
286,5,31,1,0,1,6,4,6,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
287,5,31,1,0,2,6,4,6,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
288,5,31,1,0,3,6,4,6,4,2,5,3,2,5,144,5,87,1,144,5,87,1,0,0,1
289,5,31,1,0,4,6,4,6,0,0,0,0,0,0,144,13,87,0,144,13,87,0,0,0,0
290,5,31,1,1,5,0,0,0,0,0,0,0,0,0,144,1,87,1,144,1,87,1,0,0,0
291,5,31,1,2,6,22,26,18,11,14,10,11,13,10,144,12,87,9,144,12,87,9,0,0,0
292,5,31,1,3,7,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
293,5,31,0,4,8,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
294,5,31,1,5,10,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
295,5,31,1,5,11,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
296,5,31,1,9,15,0,0,0,0,0,0,0,0,0,144,3,87,0,144,3,87,0,0,0,0
297,5,31,1,9,16,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
298,5,31,1,10,17,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
299,5,31,1,11,18,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
300,5,31,1,12,19,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
301,5,31,1,12,20,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
302,5,31,1,12,21,0,0,0,0,0,0,0,0,0,144,1,87,0,144,1,87,0,0,0,0
303,5,31,1,12,22,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
304,5,31,1,12,23,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
305,5,31,0,13,24,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
306,5,31,0,13,25,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
307,5,31,0,13,26,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
308,5,31,0,13,27,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
309,5,31,0,13,28,0,0,0,0,0,0,0,0,0,144,0,57,0,144,0,57,0,0,0,0
310,5,31,1,14,29,10,22,30,7,15,26,5,11,26,144,1,87,1,144,1,87,1,0,0,0
311,5,31,1,15,30,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
312,5,31,1,16,31,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
313,5,31,1,17,32,78,72,92,40,40,55,39,36,55,144,0,87,0,144,0,87,0,0,0,0
314,5,31,1,18,33,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
315,5,31,0,19,34,0,0,0,0,0,0,0,0,0,144,35,57,2,144,35,57,2,0,0,0
316,5,31,0,19,35,0,0,0,0,0,0,0,0,0,144,1,57,1,144,1,57,1,0,0,0
317,5,31,1,19,36,0,2,2,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
318,5,31,1,20,37,0,0,0,0,14,44,0,0,44,144,0,87,0,144,0,87,0,0,0,15
319,5,31,1,20,37,0,0,0,0,14,44,0,0,44,144,0,87,0,144,0,87,0,0,0,15
320,5,31,1,22,39,2,4,2,1,2,3,1,2,3,144,1,87,0,144,1,87,0,0,0,0
321,5,31,1,24,41,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
322,5,31,1,25,42,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
323,5,31,1,29,46,138,88,92,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
324,5,31,1,29,47,138,88,92,78,70,68,69,44,68,144,45,87,23,144,45,87,23,9,6,0
325,5,31,1,30,48,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
326,5,31,1,30,49,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
327,5,31,1,31,50,0,0,0,0,0,0,0,0,0,144,1,87,1,144,1,87,1,0,0,0
328,5,31,1,32,51,0,0,0,6,4,5,0,0,5,144,0,87,0,144,0,87,0,0,0,1
329,5,31,1,33,52,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
330,5,31,1,34,53,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
331,5,31,1,35,54,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
332,5,31,1,36,55,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
333,5,31,1,37,56,0,0,0,0,0,0,0,0,0,144,9,87,5,144,9,87,5,0,0,0
334,5,31,1,38,57,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
335,5,31,1,39,58,0,0,0,0,2,0,0,0,0,144,7,87,7,144,7,87,7,0,0,0
336,5,31,1,40,59,0,0,0,0,0,0,0,0,0,144,1,87,0,144,1,87,0,0,0,0
337,5,31,1,42,61,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
338,5,31,1,42,62,0,0,0,0,0,10,0,0,10,144,0,87,0,144,0,87,0,0,0,0
339,5,31,1,44,64,0,4,0,2,8,4,0,2,4,144,7,87,5,144,7,87,5,0,0,0
340,5,31,1,45,65,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
341,5,31,1,45,66,0,0,0,0,0,0,0,0,0,144,0,87,0,144,0,87,0,0,0,0
342,6,31,1,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
343,6,31,1,0,1,0,0,0,0,0,0,0,0,0,26,1,8,0,26,1,8,0,0,0,0
344,6,31,1,0,2,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
345,6,31,1,0,3,0,0,0,0,0,0,0,0,0,26,4,8,2,26,4,8,2,0,0,0
346,6,31,1,0,4,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
347,6,31,1,1,5,0,0,0,0,0,0,0,0,0,26,1,8,1,26,1,8,1,0,0,0
348,6,31,1,2,6,0,0,0,2,1,3,0,0,3,26,5,8,1,26,5,8,1,0,0,0
349,6,31,1,3,7,0,0,0,0,0,0,0,0,0,26,1,8,1,26,1,8,1,0,0,0
350,6,31,0,4,8,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
351,6,31,1,5,10,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
352,6,31,1,5,11,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
353,6,31,1,9,15,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
354,6,31,1,9,16,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
355,6,31,1,10,17,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
356,6,31,1,11,18,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
357,6,31,1,12,19,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
358,6,31,1,12,20,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
359,6,31,1,12,21,0,0,0,0,0,0,0,0,0,26,1,8,1,26,1,8,1,0,0,0
360,6,31,1,12,22,0,0,0,0,0,0,0,0,0,26,1,8,0,26,1,8,0,0,0,0
361,6,31,1,12,23,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
362,6,31,0,13,24,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
363,6,31,0,13,25,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
364,6,31,0,13,26,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
365,6,31,0,13,27,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
366,6,31,0,13,28,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
367,6,31,1,14,29,8,0,2,4,0,1,4,0,1,26,1,8,1,26,1,8,1,0,0,0
368,6,31,1,15,30,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
369,6,31,1,16,31,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
370,6,31,1,17,32,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
371,6,31,1,18,33,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
372,6,31,0,19,34,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
373,6,31,0,19,35,0,0,0,0,0,0,0,0,0,26,0,18,0,26,0,18,0,0,0,0
374,6,31,1,19,36,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
375,6,31,1,20,37,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
376,6,31,1,20,37,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
377,6,31,1,22,39,0,0,0,0,0,3,0,0,3,26,1,8,0,26,1,8,0,0,0,0
378,6,31,1,24,41,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
379,6,31,1,25,42,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
380,6,31,1,29,46,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
381,6,31,1,29,47,0,0,0,0,3,4,0,0,4,26,4,8,0,26,4,8,0,0,0,0
382,6,31,1,30,48,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
383,6,31,1,30,49,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
384,6,31,1,31,50,0,0,0,0,0,7,0,0,7,26,2,8,1,26,2,8,1,0,0,1
385,6,31,1,32,51,0,0,0,0,0,0,0,0,0,26,2,8,0,26,2,8,0,0,0,0
386,6,31,1,33,52,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
387,6,31,1,34,53,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
388,6,31,1,35,54,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
389,6,31,1,36,55,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
390,6,31,1,37,56,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
391,6,31,1,38,57,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
392,6,31,1,39,58,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
393,6,31,1,40,59,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
394,6,31,1,42,61,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
395,6,31,1,42,62,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
396,6,31,1,44,64,0,0,0,1,3,3,0,0,3,26,2,8,0,26,2,8,0,0,0,0
397,6,31,1,45,65,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
398,6,31,1,45,66,0,0,0,0,0,0,0,0,0,26,0,8,0,26,0,8,0,0,0,0
399,7,31,1,0,0,4,14,26,0,0,0,0,0,0,801,11,351,0,801,11,351,0,0,0,0
400,7,31,1,0,1,4,14,26,0,5,7,0,1,7,801,31,351,4,801,31,351,4,0,0,0
401,7,31,1,0,2,4,14,26,0,0,0,0,0,0,801,4,351,2,801,4,351,2,0,0,0
402,7,31,1,0,3,4,14,26,17,35,43,2,6,43,801,78,351,27,801,78,351,27,0,1,4
403,7,31,1,0,4,4,14,26,7,0,23,0,0,23,801,26,351,13,801,26,351,13,0,0,0
404,7,31,1,1,5,0,0,8,7,29,17,0,0,17,801,14,351,6,801,14,351,6,0,0,0
405,7,31,1,2,6,12,6,16,19,45,67,6,3,67,801,105,351,45,801,105,351,45,0,0,4
406,7,31,1,3,7,0,0,0,0,0,0,0,0,0,801,10,351,3,801,10,351,3,0,0,0
407,7,31,0,4,8,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
408,7,31,1,5,10,0,48,24,0,4,0,0,0,0,801,8,351,4,801,8,351,4,0,0,0
409,7,31,1,5,11,0,48,24,0,74,12,0,24,12,801,24,351,12,801,24,351,12,0,12,0
410,7,31,1,9,15,0,2,0,0,0,0,0,0,0,801,10,351,6,801,10,351,6,0,0,0
411,7,31,1,9,16,0,2,0,1,2,0,0,1,0,801,8,351,4,801,8,351,4,0,0,0
412,7,31,1,10,17,0,0,0,0,3,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
413,7,31,1,11,18,0,0,0,6,3,4,0,0,4,801,0,351,0,801,0,351,0,0,0,1
414,7,31,1,12,19,2,0,0,0,0,1,0,0,1,801,2,351,1,801,2,351,1,0,0,1
415,7,31,1,12,20,2,0,0,1,1,1,0,0,1,801,6,351,2,801,6,351,2,0,0,1
416,7,31,1,12,21,2,0,0,1,1,0,1,0,0,801,4,351,2,801,4,351,2,1,0,0
417,7,31,1,12,22,2,0,0,0,1,1,0,0,1,801,11,351,6,801,11,351,6,0,0,1
418,7,31,1,12,23,2,0,0,1,0,7,0,0,7,801,32,351,13,801,32,351,13,0,0,0
419,7,31,0,13,24,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
420,7,31,0,13,25,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
421,7,31,0,13,26,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
422,7,31,0,13,27,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
423,7,31,0,13,28,0,0,0,0,0,0,0,0,0,801,0,450,0,801,0,450,0,0,0,0
424,7,31,1,14,29,22,42,26,135,107,98,11,21,98,801,42,351,21,801,42,351,21,1,0,0
425,7,31,1,15,30,0,0,0,0,0,0,0,0,0,801,35,351,17,801,35,351,17,0,0,0
426,7,31,1,16,31,0,0,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
427,7,31,1,17,32,2,0,0,20,53,35,1,0,35,801,41,351,20,801,41,351,20,0,0,0
428,7,31,1,18,33,0,0,0,1,1,1,0,0,1,801,4,351,2,801,4,351,2,0,0,1
429,7,31,0,19,34,0,0,0,0,0,0,0,0,0,801,34,450,2,801,34,450,2,0,0,0
430,7,31,0,19,35,0,0,0,0,0,0,0,0,0,801,6,450,6,801,6,450,6,0,0,0
431,7,31,1,19,36,0,0,0,0,0,0,0,0,0,801,2,351,1,801,2,351,1,0,0,0
432,7,31,1,20,37,64,132,0,62,48,16,16,33,16,801,33,351,17,801,33,351,17,0,17,0
433,7,31,1,20,37,64,132,0,62,48,16,16,33,16,801,33,351,17,801,33,351,17,0,17,0
434,7,31,1,22,39,14,16,28,41,15,34,7,8,34,801,28,351,7,801,28,351,7,0,0,0
435,7,31,1,24,41,0,0,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
436,7,31,1,25,42,0,4,0,0,2,6,0,2,6,801,4,351,2,801,4,351,2,0,0,0
437,7,31,1,29,46,0,4,4,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
438,7,31,1,29,47,0,4,4,37,84,51,0,2,51,801,12,351,4,801,12,351,4,0,1,0
439,7,31,1,30,48,0,26,0,13,13,0,0,13,0,801,25,351,12,801,25,351,12,0,0,0
440,7,31,1,30,49,0,26,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
441,7,31,1,31,50,4,4,12,30,42,52,2,2,52,801,14,351,5,801,14,351,5,0,1,15
442,7,31,1,32,51,0,6,2,13,28,30,0,3,30,801,26,351,9,801,26,351,9,0,0,0
443,7,31,1,33,52,0,0,0,0,0,0,0,0,0,801,7,351,3,801,7,351,3,0,0,0
444,7,31,1,34,53,0,0,0,0,0,0,0,0,0,801,7,351,4,801,7,351,4,0,0,0
445,7,31,1,35,54,0,0,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
446,7,31,1,36,55,0,0,2,1,0,1,0,0,1,801,4,351,2,801,4,351,2,0,0,1
447,7,31,1,37,56,0,0,0,0,1,6,0,0,6,801,12,351,5,801,12,351,5,0,0,1
448,7,31,1,38,57,2,6,6,1,3,6,1,3,6,801,4,351,2,801,4,351,2,1,0,0
449,7,31,1,39,58,4,6,4,12,11,15,2,3,15,801,18,351,8,801,18,351,8,1,0,0
450,7,31,1,40,59,2,0,0,1,0,6,1,0,6,801,6,351,3,801,6,351,3,1,0,1
451,7,31,1,42,61,0,0,0,0,0,0,0,0,0,801,8,351,4,801,8,351,4,0,0,0
452,7,31,1,42,62,0,0,0,25,0,0,0,0,0,801,26,351,13,801,26,351,13,0,0,0
453,7,31,1,44,64,0,0,0,9,3,4,0,0,4,801,7,351,4,801,7,351,4,0,0,1
454,7,31,1,45,65,0,0,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
455,7,31,1,45,66,0,0,0,0,0,0,0,0,0,801,0,351,0,801,0,351,0,0,0,0
456,8,31,1,0,0,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
457,8,31,1,0,1,0,0,0,0,0,0,0,0,0,63,2,16,0,63,2,16,0,0,0,0
458,8,31,1,0,2,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
459,8,31,1,0,3,0,0,0,0,0,0,0,0,0,63,2,16,1,63,2,16,1,0,0,0
460,8,31,1,0,4,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
461,8,31,1,1,5,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
462,8,31,1,2,6,2,2,4,8,5,8,1,1,8,63,13,16,5,63,13,16,5,0,0,0
463,8,31,1,3,7,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
464,8,31,0,4,8,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
465,8,31,1,5,10,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
466,8,31,1,5,11,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
467,8,31,1,9,15,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
468,8,31,1,9,16,0,0,0,0,0,0,0,0,0,63,2,16,0,63,2,16,0,0,0,0
469,8,31,1,10,17,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
470,8,31,1,11,18,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
471,8,31,1,12,19,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
472,8,31,1,12,20,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
473,8,31,1,12,21,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
474,8,31,1,12,22,0,0,0,0,0,0,0,0,0,63,2,16,0,63,2,16,0,0,0,0
475,8,31,1,12,23,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
476,8,31,0,13,24,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
477,8,31,0,13,25,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
478,8,31,0,13,26,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
479,8,31,0,13,27,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
480,8,31,0,13,28,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
481,8,31,1,14,29,0,0,0,0,0,0,0,0,0,63,2,16,1,63,2,16,1,0,0,0
482,8,31,1,15,30,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
483,8,31,1,16,31,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
484,8,31,1,17,32,0,0,0,0,0,19,0,0,19,63,19,16,0,63,19,16,0,0,0,19
485,8,31,1,18,33,0,0,0,0,0,0,0,0,0,63,1,16,1,63,1,16,1,0,0,0
486,8,31,0,19,34,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
487,8,31,0,19,35,0,0,0,0,0,0,0,0,0,63,0,47,0,63,0,47,0,0,0,0
488,8,31,1,19,36,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
489,8,31,1,20,37,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
490,8,31,1,20,37,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
491,8,31,1,22,39,0,0,0,0,0,0,0,0,0,63,3,16,1,63,3,16,1,0,0,0
492,8,31,1,24,41,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
493,8,31,1,25,42,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
494,8,31,1,29,46,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
495,8,31,1,29,47,0,0,0,0,0,0,0,0,0,63,1,16,1,63,1,16,1,0,0,0
496,8,31,1,30,48,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
497,8,31,1,30,49,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
498,8,31,1,31,50,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
499,8,31,1,32,51,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
500,8,31,1,33,52,0,0,0,0,0,0,0,0,0,63,1,16,1,63,1,16,1,0,0,0
501,8,31,1,34,53,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
502,8,31,1,35,54,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
503,8,31,1,36,55,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
504,8,31,1,37,56,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
505,8,31,1,38,57,0,0,0,0,0,0,0,0,0,63,2,16,2,63,2,16,2,0,0,0
506,8,31,1,39,58,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
507,8,31,1,40,59,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
508,8,31,1,42,61,0,0,0,0,0,0,0,0,0,63,2,16,0,63,2,16,0,0,0,0
509,8,31,1,42,62,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
510,8,31,1,44,64,0,0,0,0,0,0,0,0,0,63,1,16,0,63,1,16,0,0,0,0
511,8,31,1,45,65,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
512,8,31,1,45,66,0,0,0,0,0,0,0,0,0,63,0,16,0,63,0,16,0,0,0,0
513,9,31,1,0,0,28,78,20,0,0,9,0,0,9,526,11,212,0,526,11,212,0,0,0,0
514,9,31,1,0,1,28,78,20,0,0,0,0,0,0,526,18,212,2,526,18,212,2,0,0,0
515,9,31,1,0,2,28,78,20,0,0,0,0,0,0,526,6,212,2,526,6,212,2,0,0,0
516,9,31,1,0,3,28,78,20,2,14,12,1,14,12,526,38,212,13,526,38,212,13,0,0,0
517,9,31,1,0,4,28,78,20,25,37,0,13,25,0,526,26,212,13,526,26,212,13,13,0,0
518,9,31,1,1,5,0,0,0,3,0,0,0,0,0,526,4,212,1,526,4,212,1,0,0,0
519,9,31,1,2,6,2,2,4,6,6,8,1,1,8,526,66,212,32,526,66,212,32,0,1,0
520,9,31,1,3,7,2,0,0,1,0,0,1,0,0,526,2,212,1,526,2,212,1,1,0,0
521,9,31,0,4,8,0,0,0,0,0,0,0,0,0,526,0,314,0,526,0,314,0,0,0,0
522,9,31,1,5,10,0,32,0,0,4,0,0,4,0,526,4,212,4,526,4,212,4,0,2,0
523,9,31,1,5,11,0,32,0,0,48,12,0,12,12,526,24,212,12,526,24,212,12,0,0,12
524,9,31,1,9,15,0,4,0,0,5,6,0,1,6,526,25,212,12,526,25,212,12,0,0,0
525,9,31,1,9,16,0,4,0,0,1,1,0,1,1,526,8,212,4,526,8,212,4,0,0,0
